teks,label,skor
salah jahat rapat sesuai arah,Negatif,-1
kebelet pengin nyata tekan batin kerja jahat banding stres rumah kondisi,Negatif,-1
habis lebaran kerja kerja manusia kerja nyaman jahat positif zona admin gudang coba,Positif,1
mami licia pulang kerja jahat ikhlas hati ikhlas bulat,Netral,0
orang betah kerja jahat lembur gaji kerja ikhlas anjir kayak gaji bikin kayak ikhlas pulang malam nama,Negatif,-1
jahat kerja harap anak kena teruk,Negatif,-1
kerja jahat betah kerja teman banget kerja kerja bikin betah baca nabi yunus,Positif,1
kayak kerja jahat,Negatif,-1
pengin keluh orang kerja jahat habis,Negatif,-1
coba kerja lingkung jahat kerja allah amin,Netral,0
rindu duduk allah situ jahat kerja,Netral,0
jahat kerja,Negatif,-1
lingkung kerja jahat omong orang cari salah orang goreng informasi asumsi jelek orang goreng informasi sesuai fakta,Negatif,-1
allah capek banget jahat manipulatif kerja,Positif,1
tetangga jahat singgung orang gosip kena fitnah jelek hati lihat orang sukses kayak fitnah miskin hina,Negatif,-1
jahat jahat jujur hidup dasar ragu tinggal bawa pengaruh,Negatif,-1
sorok bodoh kerja kerja bagus kerja kerja putus amal jahat,Netral,0
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,Negatif,-1
anak jaman ajar beda kerja jahat lihat wajar asumsi justifikasi performa bikin salah kantor,Negatif,-1
kesi jahat lantak orang sorang sorang person,Negatif,-1
gilir sakit paksa kerja apresiasi bilang maaf himpun jahat mending bubar,Negatif,-1
jahat japri marah grup kantor orang wenang diam,Negatif,-1
kerja jahat menat plus mulut cika suka orang suka ampu habis nama buruk orang,Negatif,-1
pilih kantor lingkung jahat biar adil jahat rugi kesel cari muka maksud orang,Negatif,-1
kasih gaji ganti orang jahat yayasan utang tinggal suami,Negatif,-1
kerja negatif marah malas pergi kerja kerja teruk kaki bawang kipas gaji kaki bawang ubah perangai orang kerja,Negatif,-1
pegawai bagus alias jahat terima kerja besok ajar kayak timbang,Netral,0
cerita kerja manila rapat minggu zoom manila kantor muak banget rapat cabut listrik kantor biar rapat putus maaf mati lampu,Positif,1
jahat potensi langgar ketenagakerjaan orang jaman demo mati biar buruh kerja zaman,Negatif,-1
ayah negeri bikin stres mental kena banget kerja lingkung jahat orang rumah mental,Negatif,-1
stres kerja jahat kerja kerja tahan kerja orang orang reng,Negatif,-1
lingkung rekan kerja jahat dukung kembang ambil keluarga harap perfek kerja lumayan,Netral,0
tinggal kerja jahat gaji bayar,Negatif,-1
banget aura atmosfer kerja jahat kangen bareng kadang bilang capek bingung bilang,Positif,1
moga jebak jahat kerja,Netral,0
sadar penuh pribadi zona jahat kerja orang mending mending sehat lepas tahap alhamdulillah allah,Netral,0
kerja bikin tekan capek fisik capek mental capek banget kerja kerja jahat ganti karir nyonya nyonya nyonya,Netral,0
tegur sentap kerja jahat cari nafas keluh sedih bengang stres rungut ketul,Negatif,-1
sakit kerja jahat sakit kerja tahan menang rumah muak banget menang mati kali,Negatif,-1
kerja jahat hilang masuk manajer kasih saran biar obrol pegawai sapa saran bilang peduli kemarin teman teman kerja,Negatif,-1
magang jahat kerja maksud alam kerja bidang stres kena mental stres depresi,Negatif,-1
lelaki jahat sepah kerja liar lelaki rumah tangga jahat bincang laki bini bawa masuk kerja,Negatif,-1
kerja cari kerja kerja jahat gaji jahat tahan,Negatif,-1
senin ketemu jahat drama kerja lingkung gaji sesuai masuk akal amin,Negatif,-1
nyata lingkung kerja jahat banget,Netral,0
kalah kerja jahat pelit kerja pelit jahat korupsi senior kerja bocah,Negatif,-1
cari kerja kerja sistem lingkung lumayan jahat gaji telat,Negatif,-1
teman kerja kayak cepat kerja takut kerja jahat ling kerja nyaman,Negatif,-1
sedih menang pisah kerja jahat parah nyaman bismillah panggil slot kosong,Negatif,-1
allah tolong orang orang jahat kerja,Netral,0
saran mending kerja jahat kuat,Negatif,-1
kerja jahat gaji adem ayem gaji,Negatif,-1
susah kerja jahat pengin renti butuh duit,Negatif,-1
allah moga kerja lingkung nyaman jahat kerja amin tolong mudah allah,Positif,1
kucil keluarga kerja jahat tipu rekan kerja putus juang fokus resin,Netral,0
bantu kerja jahat banget banget salah salah sepenuh dinamika partner bikin enek perut banget gara sayang uang,Netral,0
kerja gara-gara kerja jahat cari muka teman kerja kerja kayak kayak,Negatif,-1
hati badminton kasihan kerja jahat laku suka enak nyaman bikin suka biar jebak main,Netral,0
sadar lingkung kerja jahat jalan,Negatif,-1
kawan orang kerja limit orang jahat kawan langsung kawan kerja,Netral,0
cewek jahat katai rekan kerja balas kerja loker wajar abai orang kayak,Negatif,-1
bingung banget pilih jahat kerja,Negatif,-1
guru sertifikasi ajar rebut akibat suasana kerja jahat,Positif,1
jahat banget kerja,Netral,0
semenjak kerja jahat gampang sakit,Negatif,-1
staff jahat kerja stres,Negatif,-1
umur lulus kerja cari kerja jahat kerja umur lulus lihat cari gaji jakarta,Netral,0
kultur rumah sakit seringkali lebar relasi dokter awat bidan apoteker runyam dokter dokter apoteker resep obat cocok,Netral,0
jemput teman jahat minus kerja pagi malam lingkung palugada sesuai porsi,Negatif,-1
jahat,Negatif,-1
sabar kerja jahat,Netral,0
aduh kocak banget ketawa kantor kerja seru maaf trauma kerja jahat habis,Netral,0
kerja jahat bang pandai,Negatif,-1
kali lingkung kerja jahat surat,Negatif,-1
bilang jahat omong doang gampang orang rasai moga rasai lingkung kerja jahat kontrak kerja besok makan,Netral,0
bodo anjir bolos dasar kerja jahat sono mending,Negatif,-1
kasihan kantor jahat term tenaga kerja kantor salah jaga kantor nilai kantor jujur,Netral,0
kuna jahat kuna,Negatif,-1
cina jahat kerja orang kerja takut jahat rana takut kerja jahat orang muda,Negatif,-1
paksa masuk kerja pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa kerja tidur kaki tangan hilang,Negatif,-1
jahat kwanza jahat bana,Negatif,-1
